age (ka; for time dependent parameters) ,mean,sd,2.50%,25%,50%,75%,97.50%,Rhat,n.eff
56098,0.001313346,0.00012997,0.00107669,0.001222807,0.001306862,0.001396322,0.001586815,1.006430763,900
56086,0.001303521,0.000138331,0.001052657,0.00120635,0.00129589,0.001393531,0.001596947,1.005046806,1200
56079,0.001297443,0.000142769,0.001041796,0.001197129,0.00128933,0.001389621,0.001598912,1.005060892,1200
56075,0.00129352,0.000144612,0.001032399,0.001192196,0.001285751,0.001385652,0.001600156,1.004746486,1300
56064,0.001283689,0.000147272,0.001020807,0.001179743,0.001275507,0.001378997,0.001592573,1.00442666,1400
56060,0.001280344,0.000148893,0.00101184,0.001175756,0.001272658,0.001376213,0.00159618,1.004620718,1300
56052,0.001271903,0.000148113,0.001006107,0.001167597,0.001263229,0.001366745,0.001586073,1.003967995,1600
56041,0.001262917,0.000147257,0.000998105,0.00115903,0.001254201,0.001358602,0.001572656,1.004756602,1300
56040,0.001262841,0.000148662,0.000997097,0.001158232,0.001253578,0.00135727,0.00157616,1.004703062,1300
56032,0.001254096,0.000145959,0.000992066,0.001151582,0.001245141,0.001347251,0.001562654,1.004390747,1400
56020,0.001240737,0.000143717,0.000985172,0.001139747,0.001231566,0.001332948,0.001543939,1.004680831,1300
56018,0.001240623,0.000142885,0.000982138,0.00114099,0.001232888,0.001332774,0.0015398,1.004441454,1400
56007,0.001230294,0.000136221,0.000983557,0.001135013,0.001223266,0.001318022,0.001517279,1.004891627,1200
56000,0.00122453,0.000131662,0.000984362,0.001132093,0.00121808,0.001309678,0.001497813,1.005209962,1100
55993,0.001217032,0.000126556,0.00098697,0.001128565,0.001210647,0.001298273,0.001483419,1.005740927,1000
55985,0.001208881,0.000119192,0.000990647,0.001126209,0.001203865,0.001285458,0.001458977,1.007122613,800
55983,0.001206577,0.000117188,0.000990812,0.001125739,0.001200588,0.00128254,0.00145006,1.007765433,730
55981,0.001208096,0.000115361,0.000998268,0.001127445,0.001203407,0.001282724,0.001446543,1.00738057,770
55975,0.001201281,0.00010857,0.001003011,0.001125887,0.001196287,0.001270922,0.001425989,1.007803555,720
55971,0.001195639,0.000103548,0.001007367,0.001123035,0.001191249,0.001262979,0.001411426,1.008141019,690
55970,0.001195021,0.000102205,0.001009012,0.001123831,0.001190132,0.001261169,0.001408067,1.008245284,680
55966,0.001191546,9.66E-05,0.001015958,0.001123952,0.001186808,0.001253967,0.001393128,1.008484897,660
55965,0.001192158,9.50E-05,0.001018461,0.001126135,0.001187833,0.001252781,0.00139083,1.008934708,620
55961,0.001241684,0.000100429,0.001057772,0.001171759,0.001238002,0.001307312,0.001451616,1.008440159,660
55959,0.001265734,0.000102328,0.001079423,0.001195044,0.001260991,0.001330996,0.001482321,1.009460753,590
55957,0.001293105,0.000103875,0.001102692,0.001221512,0.001288251,0.001358851,0.001513964,1.008858963,630
55956,0.001311935,0.000104867,0.001120171,0.00123957,0.001308119,0.001379474,0.001530091,1.009804258,560
55954,0.001340998,0.000109389,0.001140145,0.001264741,0.001336686,0.001411029,0.001569456,1.00900126,620
55950,0.001406879,0.000118391,0.001191156,0.001323859,0.001402614,0.001484442,0.001651846,1.009565483,580
55948,0.00145478,0.000122794,0.001230647,0.001369585,0.00144892,0.001534242,0.001709677,1.009730673,570
55946,0.001501025,0.000127551,0.001264573,0.001413314,0.001495162,0.00158391,0.001764082,1.009601275,580
55944,0.001558598,0.00013356,0.001316239,0.001465126,0.001552464,0.001644977,0.001835691,1.009048214,620
55942,0.001622876,0.000138334,0.001366535,0.001528104,0.001616384,0.001712145,0.001909201,1.008473603,660
55934,0.001946013,0.000172272,0.001627818,0.0018265,0.001938518,0.002057383,0.002299049,1.008504553,660
55932,0.002071258,0.000190559,0.00172274,0.001938804,0.002063158,0.002194754,0.00246852,1.008782498,640
55930,0.002093977,0.000195327,0.001738814,0.001957854,0.00208471,0.002218971,0.002503706,1.007057553,810
55927,0.002126777,0.000200639,0.001761115,0.00198844,0.002117773,0.002256948,0.00254413,1.008489026,660
55926,0.002135368,0.00020248,0.001764865,0.001992927,0.002126667,0.002267098,0.002557926,1.007452317,760
55924,0.002148884,0.000205905,0.001774121,0.002005893,0.002138684,0.002281701,0.002580771,1.007903855,710
55920,0.00216662,0.000211887,0.001783297,0.0020198,0.002155458,0.002304327,0.002610422,1.008039689,700
55917,0.002179286,0.000215468,0.001791259,0.002028747,0.002168551,0.002317201,0.002632935,1.008575127,650
55914,0.002198044,0.000216118,0.001806138,0.002045583,0.002187614,0.002337499,0.002652838,1.008303407,680
55907,0.002303749,0.000223675,0.00190118,0.002145993,0.002292592,0.002447472,0.00277926,1.008539841,660
55904,0.002353142,0.000225824,0.001944411,0.002193928,0.002342493,0.002498354,0.00282479,1.009304491,600
55901,0.002408424,0.000228438,0.001996383,0.002248451,0.002396071,0.002555814,0.002887193,1.008994767,620
55899,0.002396364,0.000227445,0.001985663,0.002239306,0.002384176,0.002541733,0.00287611,1.008795725,630
55898,0.00238186,0.000226602,0.001975532,0.002222134,0.002369937,0.00252891,0.00285867,1.009713229,570
55894,0.002339996,0.000224571,0.001935898,0.002184386,0.002328528,0.002482796,0.002814798,1.008594388,650
55891,0.00229244,0.00022029,0.001895301,0.002138816,0.002280448,0.002432225,0.00275241,1.008755891,640
55888,0.002243742,0.000215006,0.001859189,0.002093411,0.002232281,0.002381428,0.002699615,1.009215715,600
55885,0.002203998,0.000211354,0.001824655,0.002054406,0.002192241,0.002339997,0.002654536,1.008663938,650
55882,0.002156899,0.000210018,0.001776976,0.002009645,0.00214498,0.002289205,0.002607256,1.008805594,630
55872,0.002061241,0.000199397,0.001703163,0.001921998,0.002050221,0.00218777,0.002485726,1.008264782,680
55869,0.002062907,0.000204213,0.001698608,0.001920587,0.002050791,0.002191889,0.00249954,1.009510436,580
55865,0.002065285,0.000204167,0.001694236,0.001922713,0.002055396,0.002195621,0.00249547,1.007936544,710
55859,0.002064127,0.000205545,0.001694655,0.001920568,0.00205209,0.002194796,0.002496393,1.008178102,690
55853,0.002007603,0.000193476,0.001659226,0.001871411,0.001997617,0.002131511,0.002417253,1.008531277,660
55849,0.002016917,0.000191351,0.001672465,0.001884388,0.002005773,0.002140054,0.002416389,1.006612165,870
55848,0.002013932,0.000190498,0.001668861,0.00188001,0.002005106,0.002137981,0.00241632,1.008107956,690
55846,0.00198394,0.000187156,0.001647655,0.001851423,0.001972429,0.002102967,0.002381618,1.008423103,670
55843,0.001939671,0.000183753,0.001610947,0.00181113,0.001931213,0.002057241,0.002323786,1.007346431,770
55833,0.001772615,0.00017396,0.001458328,0.001651417,0.001762478,0.001883463,0.002141123,1.007047614,810
55822,0.001643297,0.00015533,0.001363699,0.001535943,0.001635048,0.001740406,0.001972841,1.006139142,950
55820,0.001620008,0.000151552,0.001342117,0.001514937,0.001613616,0.00171763,0.001937748,1.006391136,910
55817,0.001586611,0.000145378,0.001318641,0.001485924,0.001579504,0.001679698,0.001891852,1.006600763,870
